Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://www.history.ucsb.edu/wp-content/uploads/LagoonFall2014-banner.jpg
Supreme LA,One of most hyped streetwear brand in LA Fairfax ave.,34.07956851,-118.3617499,https://en.wikipedia.org/wiki/Supreme_(brand),https://cdn.sanity.io/images/c1chvb1i/production/bc092c37b2c9e69b9079d06557d0caaf5c08fd41-570x379.jpg
Disneyland Theme Park,One of most popular theme park with million visitors every year.,33.81228789,-117.9190386,https://en.wikipedia.org/wiki/Disneyland,https://media.cntraveler.com/photos/5f69f79c4ca0cc3eae33d095/16:9/w_2560%2Cc_limit/Disneyland-2020-GCMHFB.jpg
Chaffey College,A top community college in IE area.,34.14694456,-117.5708816,https://en.wikipedia.org/wiki/Chaffey_College,https://www.chaffey.edu/communityed/images/marquee.jpg
LAX,Los Angeles International Airport. One of Largest international airport in the world.,33.94169569,-118.4085729,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,https://services.travelsavers.com/AMGService.svc/REST/GetImage?ImageID=9afc8443-9bf5-e911-9b23-782bcb667b27
Hollywood Sign,One of most iconic landmark forCity of Los Angeles.,34.13434103,-118.3215371,https://en.wikipedia.org/wiki/Hollywood_Sign,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Hollywood_Sign_%28Zuschnitt%29.jpg/1200px-Hollywood_Sign_%28Zuschnitt%29.jpg
